,name,price,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен,Комплектация
336,"Toyota Avensis 2.0 AT, 2007, 183 290 км",749000, 2007, T250 рестайлинг (2006—2009), 183 290 км, 8 записей в отчёте Автотеки,, 4+, Не битый, 2.0 AT (147 л.с.), 2 л, Бензин, Автомат, Передний, Седан, Чёрный, Левый, SB1B*************, Возможен, Люкс
337,"Geely Coolray 1.5 AMT, 2024, 45 км",2300000, 2024, I рестайлинг (2023—2024), 45 км,, Электронный, 1, Не битый, 1.5 AMT (181 л.с.), 1.5 л, Бензин, Робот, Передний, Внедорожник 5-дверный, Серый, Левый, LB37*************, Не интересует, Flagship
338,"Porsche Cayenne 3.0 AT, 2018, 98 500 км",6695000, 2018, III (2017—2023), 98 500 км, 2 записи в отчёте Автотеки, Электронный, 1, Не битый, 3.0 4WD AT (340 л.с.), 3 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, WP1Z*************, Не интересует, Cayenne
339,"Ford Focus 1.6 MT, 2014, 119 316 км",910000, 2014, III (2011—2015), 119 316 км, 9 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 MT (105 л.с.), 1.6 л, Бензин, Механика, Передний, Универсал, Белый, Левый, X9FL*************, Не интересует, Ambiente
340,"Volkswagen Passat 1.8 MT, 1999, 300 000 км",330000, 1999, B5 (1996—2001), 300 000 км, Проверить в Автотеке,, 2, Не битый, 1.8 MT (150 л.с.), 1.8 л, Бензин, Механика, Передний, Универсал, Синий, Левый, WVWZ*************, Не интересует, Базовая
341,"Ford Mondeo 2.0 MT, 1997, 330 000 км",135000, 1997, II (1994—2001), 330 000 км, Проверить в Автотеке, Оригинал, 2, Не битый, 2.0 MT (130 л.с.), 2 л, Бензин, Механика, Передний, Седан, Зелёный, Левый, WF0F*************, Не интересует, Базовая
342,"Volkswagen Polo 1.6 MT, 2013, 375 000 км",520000, 2013, V (2009—2015), 375 000 км, 18 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 1.6 MPI MT (105 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Серебряный, Левый, XW8Z*************, Возможен, Comfortline
343,"Opel Astra 1.4 AT, 2012, 136 000 км",1030000, 2012, J (2009—2012), 136 000 км, 12 записей в отчёте Автотеки, Оригинал, 1, Не битый, 1.4 Turbo AT (140 л.с.), 1.4 л, Бензин, Автомат, Передний, Универсал, Коричневый, Левый, XWFP*************, Не интересует, Cosmo
344,"Land Rover Freelander 2.2 AT, 2014, 139 000 км",1299000, 2014, II рестайлинг 2 (2012—2014), 139 000 км, 12 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.2 TD AT (150 л.с.), 2.2 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, SALF*************,,
345,"Nissan Patrol 5.6 AT, 2012, 149 000 км",1650000, 2012, Y62 (2010—2014), 149 000 км, 17 записей в отчёте Автотеки, Оригинал, 1, Не битый, 5.6 4WD AT (405 л.с.), 5.6 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Бордовый, Левый, Z8NT*************,,
346,"BMW X3 2.0 AT, 2012, 149 300 км",1695000, 2012, F25 (2010—2014), 149 300 км, 16 записей в отчёте Автотеки,, 1, Не битый, 20d 2.0 xDrive AT (184 л.с.), 2 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, WBAW*************, Возможен, Базовая
347,"Ford Focus 1.4 MT, 2008, 252 800 км",485000, 2008, II рестайлинг (2007—2011), 252 800 км, 8 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 1.4 MT (80 л.с.), 1.4 л, Бензин, Механика, Передний, Универсал, Чёрный, Левый, X9FS*************, Не интересует, Comfort
348,"Land Rover Discovery 2.7 AT, 2007, 176 489 км",1160000, 2007, III (2004—2009), 176 489 км, 21 запись в отчёте Автотеки, Оригинал, 3, Не битый, 2.7 TD AT (190 л.с.), 2.7 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, SALL*************, Не интересует, HSE
349,"Toyota Corolla 1.6 MT, 2008, 180 000 км",599000, 2008, X (2006—2010), 180 000 км, 10 записей в отчёте Автотеки,, 2, Не битый, 1.6 MT (124 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Серый, Левый, JTNB*************, Возможен,
350,"Chevrolet Cruze 1.8 AT, 2013, 157 000 км",749000, 2013, I рестайлинг (2012—2015), 157 000 км, 19 записей в отчёте Автотеки,, 2, Не битый, 1.8 AT (141 л.с.), 1.8 л, Бензин, Автомат, Передний, Хетчбек 5-дверный, Серебряный, Левый, XUFJ*************, Возможен, LT
351,"Kia Rio 1.6 AT, 2021, 47 000 км",1399000, 2021, IV рестайлинг (2020—2024), 47 000 км,,, 2, Не битый, 1.6 AT (123 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Чёрный, Левый, Z94C*************, Возможен, Style
352,"Land Rover Freelander 2.2 AT, 2014, 146 836 км",1645000, 2014, II рестайлинг 2 (2012—2014), 146 836 км, 9 записей в отчёте Автотеки,, 1, Не битый, 2.2 TD AT (150 л.с.), 2.2 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, SALF*************, Возможен, HSE
353,"Suzuki Grand Vitara 2.4 AT, 2014, 129 000 км",1126000, 2014, II рестайлинг 2 (2012—2016), 129 000 км, 11 записей в отчёте Автотеки,, 1, Не битый, 2.4 4WD AT (168 л.с.), 2.4 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, JSAJ*************, Возможен,
354,"Toyota Land Cruiser 4.5 AT, 2015, 137 000 км",3449000, 2015, 200 рестайлинг (2012—2015), 137 000 км, 6 записей в отчёте Автотеки,, 1, Не битый, 4.5 D AT (235 л.с.) 7 мест, 4.5 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, JTMH*************, Возможен,
355,"ВАЗ (LADA) Granta 1.6 AMT, 2017, 87 660 км",520000, 2017, I (2011—2018), 87 660 км, 9 записей в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 AMT (106 л.с.), 1.6 л, Бензин, Робот, Передний, Лифтбек, Серебряный, Левый, XTA2*************,,
356,"Hyundai Santa Fe 2.4 AT, 2017, 78 000 км",1920000, 2017, III рестайлинг (2015—2018), 78 000 км, 15 записей в отчёте Автотеки,, 1, Не битый, 2.4 4WD AT (171 л.с.), 2.4 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, XWES*************, Возможен, High-Tech + Advanced
357,"Kia Rio 1.4 MT, 2013, 117 000 км",699000, 2013, III (2011—2015), 117 000 км, 6 записей в отчёте Автотеки,, 1, Не битый, 1.4 MT (107 л.с.), 1.4 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Серый, Левый, Z94C*************,, Comfort
358,"Mitsubishi Outlander 2.4 CVT, 2014, 152 000 км",1249000, 2014, III (2012—2015), 152 000 км, 27 записей в отчёте Автотеки,, 1, Не битый, 2.4 4WD CVT (167 л.с.), 2.4 л, Бензин, Вариатор, Полный, Внедорожник 5-дверный, Чёрный, Левый, Z8TX*************,, Базовая
359,"Mercedes-Benz S-класс 5.0 AT, 1995, 287 542 км",460000, 1995, W140 рестайлинг (1994—1999), 287 542 км, 8 записей в отчёте Автотеки, Оригинал, 4+, Не битый, S 500 5.0 AT (320 л.с.), 5 л, Бензин, Автомат, Задний, Седан, Чёрный, Левый, WDB1*************, Не интересует, Базовая
360,"Mercedes-Benz C-класс 1.6 AT, 2013, 144 643 км",1295000, 2013, W204/S204/С204 рестайлинг (2011—2015), 144 643 км, 10 записей в отчёте Автотеки,, 2, Не битый, C 180 1.6 7G-Tronic (156 л.с.), 1.6 л, Бензин, Автомат, Задний, Седан, Чёрный, Левый, WDD2*************, Возможен,
361,"Toyota Highlander 3.5 AT, 2014, 140 222 км",2699000, 2014, III (2013—2016), 140 222 км, 7 записей в отчёте Автотеки,, 1, Не битый, 3.5 V6 AT (249 л.с.), 3.5 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, 5TDD*************, Возможен,
362,"Toyota RAV4 2.0 AT, 2004, 157 500 км",950000, 2004, II рестайлинг (2003—2006), 157 500 км, 19 записей в отчёте Автотеки, Оригинал, 3, Не битый, 2.0 4WD AT (150 л.с.), 2 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Серебряный, Левый, JTEH*************, Возможен, Базовая
363,"Volkswagen Touareg 3.0 AT, 2014, 125 644 км",1749000, 2014, II (2010—2014), 125 644 км, Проверить в Автотеке,, 1, Не битый, 3.0 TDI AT (204 л.с.) 4WD, 3 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Белый, Левый, XW8Z*************, Возможен, Базовая
364,"Chevrolet Cruze 1.8 AT, 2012, 183 100 км",840000, 2012, I рестайлинг (2012—2015), 183 100 км, 6 записей в отчёте Автотеки, Оригинал, 1, Не битый, 1.8 AT (141 л.с.), 1.8 л, Бензин, Автомат, Передний, Седан, Синий, Левый, XUFJ*************, Не интересует, LT
365,"Audi Q5 2.0 AMT, 2011, 142 200 км",1249000, 2011, I (2008—2012), 142 200 км, 6 записей в отчёте Автотеки,, 1, Не битый, 2.0 TFSI quattro S tronic (211 л.с.), 2 л, Бензин, Робот, Полный, Внедорожник 5-дверный, Коричневый, Левый, WAUZ*************, Возможен, Base
366,"Toyota Highlander 3.5 AT, 2013, 172 000 км",1749000, 2013, II рестайлинг (2010—2013), 172 000 км, 16 записей в отчёте Автотеки,, 1, Не битый, 3.5 V6 4WD AT (273 л.с.), 3.5 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, JTEE*************, Возможен,
367,"Nissan Murano 3.5 CVT, 2013, 187 000 км",1440000, 2013, Z51 рестайлинг 2 (2011—2015), 187 000 км, 11 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 3.5 4WD CVT (249 л.с.), 3.5 л, Бензин, Вариатор, Полный, Внедорожник 5-дверный, Серый, Левый, Z8NT*************, Не интересует, SE+
368,"Nissan Teana 2.5 CVT, 2015, 150 000 км",840000, 2015, L33 (2014—2020), 150 000 км, 5 записей в отчёте Автотеки, Оригинал, 2, Не битый, 2.5 CVT (173 л.с.), 2.5 л, Бензин, Вариатор, Передний, Седан, Белый, Левый, Z8NB*************, Не интересует, Luxury
369,"Mazda 6 2.0 AT, 2011, 142 000 км",699000, 2011, GH рестайлинг (2009—2013), 142 000 км, 9 записей в отчёте Автотеки,, 3, Не битый, 2.0 AT (147 л.с.), 2 л, Бензин, Автомат, Передний, Седан, Серый, Левый, JMZG*************, Возможен, Touring Plus
370,"BMW X1 2.0 AT, 2013, 199 000 км",1649000, 2013, E84 рестайлинг (2012—2015), 199 000 км, 6 записей в отчёте Автотеки, Оригинал, 1, Не битый, 20d 2.0 xDrive AT (184 л.с.), 2 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Коричневый, Левый, X4XV*************, Не интересует, xLine
371,"Audi A6 1.8 AMT, 2015, 139 000 км",1349000, 2015, C7 рестайлинг (2014—2018), 139 000 км, 7 записей в отчёте Автотеки, Оригинал, 1, Не битый, 1.8 TFSI S tronic (190 л.с.), 1.8 л, Бензин, Робот, Передний, Седан, Чёрный, Левый, WAUZ*************,,
372,"Peugeot Boxer 2.2 MT, 2007, 188 000 км",765000, 2007, II (2006—2014), 188 000 км, 7 записей в отчёте Автотеки, Оригинал, 3, Не битый, 2.2 HDi MT (120 л.с.), 2.2 л, Дизель, Механика, Передний, Фургон, Белый, Левый, VF3Y*************, Не интересует, Базовая
373,"Nissan Qashqai 2.0 CVT, 2016, 90 400 км",1329000, 2016, II (2013—2019), 90 400 км, 13 записей в отчёте Автотеки,, 1, Не битый, 2.0 4WD CVT (144 л.с.), 2 л, Бензин, Вариатор, Полный, Внедорожник 5-дверный, Синий, Левый, Z8NF*************, Возможен, LE+
374,"Kia K5 2.5 AT, 2021, 112 000 км",1749000, 2021, III (2019—2023), 112 000 км, 9 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.5 GDI AT (194 л.с.), 2.5 л, Бензин, Автомат, Передний, Седан, Белый, Левый, XWEG*************,,
375,"Kia Rio 1.6 AT, 2016, 180 000 км",892000, 2016, III рестайлинг (2015—2017), 180 000 км, 9 записей в отчёте Автотеки,, 1, Не битый, 1.6 AT (123 л.с.), 1.6 л, Бензин, Автомат, Передний, Хетчбек 5-дверный, Серый, Левый, Z94C*************, Возможен, Luxe
376,"Nissan Qashqai 2.0 CVT, 2019, 65 000 км",1650000, 2019, II рестайлинг (2017—2023), 65 000 км, 5 записей в отчёте Автотеки, Электронный, 1, Не битый, 2.0 CVT (144 л.с.), 2 л, Бензин, Вариатор, Передний, Внедорожник 5-дверный, Белый, Левый, Z8NF*************, Не интересует, SE+
377,"Land Rover Freelander 2.2 AT, 2009, 176 000 км",895000, 2009, II (2006—2010), 176 000 км, 8 записей в отчёте Автотеки,, 3, Не битый, 2.2 TD AT (160 л.с.), 2.2 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Красный, Левый, SALF*************, Возможен, Базовая
378,"Volkswagen Golf 1.6 AT, 2007, 182 500 км",745000, 2007, Mk5 (2003—2009), 182 500 км, 10 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 AT (102 л.с.), 1.6 л, Бензин, Автомат, Передний, Хетчбек 5-дверный, Красный, Левый, WVWZ*************, Возможен, GT
379,"Hyundai Solaris 1.6 AT, 2013, 136 660 км",985000, 2013, I (2010—2014), 136 660 км, 14 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.6 AT (123 л.с.), 1.6 л, Бензин, Автомат, Передний, Хетчбек 5-дверный, Красный, Левый, Z94C*************, Возможен, Comfort
380,"Ford Kuga 2.5 AT, 2017, 71 325 км",1279000, 2017, II рестайлинг (2016—2019), 71 325 км, 6 записей в отчёте Автотеки,, 1, Не битый, 2.5 AT (150 л.с.), 2.5 л, Бензин, Автомат, Передний, Внедорожник 5-дверный, Синий, Левый, Z6FA*************, Возможен,
381,"Infiniti QX70 3.0 AT, 2014, 107 000 км",1749000, 2014, I (2013—2018), 107 000 км, 22 записи в отчёте Автотеки,, 2, Не битый, 3.0 D AWD AT (238 л.с.), 3 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, Z8NT*************, Возможен, Sport
382,"Haval Jolion 1.5 AMT, 2021, 36 174 км",1300000, 2021, I (2021—2024), 36 174 км, 5 записей в отчёте Автотеки, Оригинал, 1, Не битый, 1.5 4WD AMT (150 л.с.), 1.5 л, Бензин, Робот, Полный, Внедорожник 5-дверный, Белый, Левый, XZGF*************,,
383,"BMW X3 3.0 AT, 2014, 150 000 км",2299000, 2014, F25 рестайлинг (2014—2018), 150 000 км, 10 записей в отчёте Автотеки, Оригинал, 2, Не битый, 30d 3.0 xDrive AT (249 л.с.), 3 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Серый, Левый, X4XW*************, Не интересует, Exclusive
384,"Suzuki Grand Vitara 2.4 AT, 2008, 196 873 км",1020000, 2008, II рестайлинг (2008—2012), 196 873 км, 12 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.4 4WD AT (169 л.с.), 2.4 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, JSAJ*************, Не интересует, JLX-E
385,"Kia K5 2.0 AT, 2021, 128 735 км",1440000, 2021, III (2019—2023), 128 735 км, 3 записи в отчёте Автотеки, Оригинал, 1, Не битый, 2.0 MPI AT (150 л.с.), 2 л, Бензин, Автомат, Передний, Седан, Жёлтый, Левый, XWEG*************,,
