,name,price,Расположение,Год выпуска,Поколение,Пробег,История пробега,ПТС,Владельцев по ПТС,Состояние,Модификация,Объём двигателя,Тип двигателя,Коробка передач,Привод,Тип кузова,Цвет,Руль,VIN или номер кузова,Обмен,Комплектация
0,"Chevrolet Lacetti 1.6 AT, 2011, 160 000 км",699000,"Республика Крым, Симферополь, Луговая ул.", 2011, I (2004—2013), 160 000 км, 19 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 AT (109 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Серебряный, Левый, XUUN*************, Не интересует,
1,"Volkswagen Polo 1.4 AMT, 2016, 156 000 км",1257000,"Республика Адыгея, Тахтамукайский р-н, Шенджийское сельское поселение, аул Шенджий", 2016, V рестайлинг (2015—2020), 156 000 км, 15 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.4 TSI DSG (125 л.с.), 1.4 л, Бензин, Робот, Передний, Седан, Белый, Левый, XW8Z*************, Возможен, GT
2,"Mazda 3 1.5 AT, 2013, 142 500 км",1299999,"Санкт-Петербург, Витебский пр-т", 2013, BM (2013—2016), 142 500 км, 10 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.5 AT (120 л.с.), 1.5 л, Бензин, Автомат, Передний, Хетчбек 5-дверный, Красный, Левый, JMZB*************, Не интересует, Active
3,"ВАЗ (LADA) Kalina 1.6 MT, 2012, 230 000 км",300000,"Чеченская Республика, Грозненский р-н, Алхан-Калинское сельское поселение, с. Алхан-Кала, Короткая ул.", 2012, I (2004—2013), 230 000 км, 8 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.6 MT (81 л.с.), 1.6 л, Бензин, Механика, Передний, Универсал, Белый, Левый, XTA1*************, Не интересует, Норма
4,"ВАЗ (LADA) Priora 1.6 MT, 2016, 265 000 км",625000,"Чеченская Республика, Ножай-Юртовский р-н, Аллеройское сельское поселение, с. Аллерой", 2016, I рестайлинг (2013—2018), 265 000 км, Проверить в Автотеке, Оригинал, 3, Не битый, 1.6 MT (106 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Серебряный, Левый, XTA2*************, Не интересует, Luxe
5,"Mazda CX-5 2.0 AT, 2018, 85 500 км",2245000,"Челябинская обл., Магнитогорск, ул. Ворошилова, 8", 2018, II (2017—2022), 85 500 км, 12 записей в отчёте Автотеки, Оригинал, 2, Не битый, 2.0 AT (150 л.с.), 2 л, Бензин, Автомат, Передний, Внедорожник 5-дверный, Белый, Левый, RUMK*************, Не интересует, Active
6,"Ford Focus 2.0 MT, 2007, 249 174 км",420000,"Московская обл., Воскресенск, мкр-н Лопатинский", 2007, II (2005—2008), 249 174 км, 9 записей в отчёте Автотеки, Оригинал, 2, Не битый, 2.0 MT (145 л.с.), 2 л, Бензин, Механика, Передний, Седан, Синий, Левый, X9F4*************, Не интересует, Ghia
7,"Kia Soul 1.6 AT, 2011, 170 154 км",1150000,"Краснодарский край, Краснодар, Ростовское ш., 7", 2011, I (2008—2011), 170 154 км, 7 записей в отчёте Автотеки,, 3, Не битый, 1.6 AT (124 л.с.), 1.6 л, Бензин, Автомат, Передний, Хетчбек 5-дверный, Белый, Левый, XWEJ*************,, Luxe
8,"Chevrolet Cruze 1.6 MT, 2012, 168 000 км",770000,"Нижегородская обл., Арзамас, ул. Гостиный Ряд", 2012, I (2009—2012), 168 000 км, 15 записей в отчёте Автотеки, Дубликат, 3, Не битый, 1.6 MT (109 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Белый, Левый, XUFJ*************, Не интересует,
9,"Opel Corsa 1.4 MT, 2008, 205 000 км",615000,"Ростовская обл., Шахты, посёлок Нежданная, Дачная ул.", 2008, D (2006—2010), 205 000 км, 11 записей в отчёте Автотеки, Дубликат, 3, Не битый, 1.4 MT (90 л.с.), 1.4 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Чёрный, Левый, W0L0*************, Не интересует, Color Edition
10,"Kia Ceed 1.6 AT, 2010, 127 596 км",865500,"Самарская обл., Тольятти, ул. Дзержинского, 92", 2010, ED рестайлинг (2010—2012), 127 596 км, 11 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 AT (122 л.с.), 1.6 л, Бензин, Автомат, Передний, Универсал, Серебряный, Левый, XWEH*************, Не интересует,
11,"ВАЗ (LADA) 2114 Samara 1.6 MT, 2010, 200 000 км",269000,"Краснодарский край, Армавир, ул. имени Маршала Жукова", 2010, I (2001—2014), 200 000 км, 7 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 MT (81 л.с.), 1.6 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Серебряный, Левый, XTA2*************, Не интересует,
12,"Hyundai ix35 2.0 AT, 2014, 167 000 км",1425000,"Владимирская обл., Владимир, Вокзальная ул.", 2014, I рестайлинг (2013—2015), 167 000 км, 14 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.0 CRDi 4WD AT (136 л.с.), 2 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Серебряный, Левый, TMAJ*************, Возможен, Travel
13,"Nissan Juke 1.6 CVT, 2011, 132 000 км",1190000,"Московская обл., Красногорск, ул. Игоря Мерлушкина, 5", 2011, I (2010—2014), 132 000 км, 8 записей в отчёте Автотеки, Оригинал, 4+, Не битый, 1.6 CVT (117 л.с.), 1.6 л, Бензин, Вариатор, Передний, Внедорожник 5-дверный, Белый, Левый, SJNF*************, Не интересует, SE+
14,"ВАЗ (LADA) Kalina 1.6 MT, 2012, 177 721 км",325000,"Тюменская обл., Ханты-Мансийский АО, Сургут, Пролетарский пр-т, 24", 2012, I (2004—2013), 177 721 км, 5 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.6 MT (81 л.с.), 1.6 л, Бензин, Механика, Передний, Универсал, Чёрный, Левый, XTA1*************, Не интересует, Базовая
15,"Volkswagen Jetta 1.6 MT, 2015, 160 340 км",1260000,"Республика Башкортостан, Уфа, Советский район", 2015, VI (2010—2015), 160 340 км, 11 записей в отчёте Автотеки,, 3, Не битый, 1.6 MT (105 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Белый, Левый, XW8Z*************, Не интересует, Highline
16,"ВАЗ (LADA) 2112 1.5 MT, 2002, 210 000 км",285000,"Краснодарский край, Усть-Лабинский р-н, Усть-Лабинское городское поселение, Усть-Лабинск, Запорожская ул., 49", 2002, I (1999—2009), 210 000 км, 9 записей в отчёте Автотеки, Дубликат, 3, Не битый, 1.5 MT (92 л.с.), 1.5 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Серебряный, Левый, XTA2*************,, Базовая
17,"Toyota Corolla 1.3 MT, 2014, 143 000 км",1155000,"Пензенская обл., Пенза, Локомотивная ул.", 2014, XI (2012—2016), 143 000 км, 5 записей в отчёте Автотеки, Оригинал, 1, Не битый, 1.3 MT (99 л.с.), 1.3 л, Бензин, Механика, Передний, Седан, Белый, Левый, NMTB*************, Не интересует, Standard
18,"Skoda Rapid 1.6 AT, 2018, 116 200 км",1570000,"Москва, Братеевская ул., 20к2", 2018, I рестайлинг (2017—2020), 116 200 км, 6 записей в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 MPI AT (110 л.с.), 1.6 л, Бензин, Автомат, Передний, Лифтбек, Белый, Левый, XW8A*************, Возможен, Style
19,"Peugeot Boxer 2.2 MT, 2010, 350 000 км",899000,"Москва, Новомосковский административный округ, поселение Московский, МКАД, 47-й километр, 3", 2010, II (2006—2014), 350 000 км, 13 записей в отчёте Автотеки,, 4+, Не битый, 2.2 HDi MT (100 л.с.), 2.2 л, Дизель, Механика, Передний, Фургон, Белый, Левый, VF3Y*************,, Базовая
20,"Audi A4 2.0 AMT, 2015, 87 000 км",2250000,"Москва, б-р Маршала Рокоссовского, 7к1", 2015, B8 рестайлинг (2011—2015), 87 000 км, 23 записи в отчёте Автотеки, Оригинал, 2, Не битый, 2.0 TFSI quattro S tronic (225 л.с.), 2 л, Бензин, Робот, Полный, Седан, Чёрный, Левый, WAUZ*************, Не интересует, Sport
21,"ГАЗ ГАЗель 3302 2.5 MT, 2008, 222 222 км",200000,"Республика Адыгея, г.о. Майкоп, станица Ханская", 2008, I рестайлинг (2003—2010), 222 222 км, 4 записи в отчёте Автотеки, Оригинал, 3, Не битый, 2.5 MT (124 л.с.), 2.5 л, Бензин, Механика, Задний, Фургон, Белый, Левый, X5J2*************, Не интересует, Базовая
22,"Audi A4 1.8 CVT, 2010, 135 014 км",1015000,"Свердловская обл., Екатеринбург, ул. Татищева, 47А", 2010, B8 (2007—2012), 135 014 км, 27 записей в отчёте Автотеки,, 4+, Не битый, 1.8 TFSI Multitronic (120 л.с.), 1.8 л, Бензин, Вариатор, Передний, Седан, Синий, Левый, WAUZ*************,, Стандарт
23,"Daewoo Matiz 1.0 MT, 2012, 78 850 км",293000,"Костромская обл., Кострома, 2-я Волжская ул., 2А", 2012, I рестайлинг (2000—2015), 78 850 км, 4 записи в отчёте Автотеки, Оригинал, 3, Не битый, 1.0 MT (64 л.с.), 1 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Серый, Левый, XWB4*************, Не интересует, Best
24,"Toyota Camry 2.5 AT, 2016, 110 000 км",2550000,"Ростовская обл., Волгодонск, квартал В-Б", 2016, XV50 рестайлинг (2014—2017), 110 000 км, 4 записи в отчёте Автотеки, Оригинал, 1, Не битый, 2.5 AT (181 л.с.), 2.5 л, Бензин, Автомат, Передний, Седан, Чёрный, Левый, XW7B*************, Возможен,
25,"LIFAN X50 1.5 MT, 2016, 111 022 км",680000,"Московская обл., Одинцовский г.о., Одинцово, Можайское ш., 32", 2016, I (2015—2019), 111 022 км, 17 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.5 MT (103 л.с.), 1.5 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Синий, Левый, X9W2*************, Не интересует, Luxury '18
26,"ВАЗ (LADA) Niva Travel 1.7 MT, 2021, 46 000 км",970000,"Самарская обл., Тольятти, Ботаническая ул., 2", 2021, I рестайлинг (2020—2024), 46 000 км, Проверить в Автотеке,, 1, Не битый, 1.7 MT (80 л.с.), 1.7 л, Бензин, Механика, Полный, Внедорожник 5-дверный, Чёрный, Левый, XTA2*************, Не интересует,
27,"ВАЗ (LADA) Granta 1.6 MT, 2014, 132 000 км",575000,"Краснодарский край, Армавир, ул. Карла Либкнехта, 56", 2014, I (2011—2018), 132 000 км, 8 записей в отчёте Автотеки, Электронный, 4+, Не битый, 1.6 MT (87 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Чёрный, Левый, XTA2*************, Не интересует, Luxe
28,"Renault Fluence 1.6 MT, 2011, 374 000 км",530000,"Тюменская обл., Тюмень, ул. Тимофея Чаркова, 60", 2011, I (2009—2013), 374 000 км, 5 записей в отчёте Автотеки,, 2, Не битый, 1.6 MT (106 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Синий, Левый, VF1L*************, Не интересует, Базовая
29,"ВАЗ (LADA) Granta 1.6 AT, 2024, 10 км",1450000,"Краснодарский край, Динской р-н, станица Динская, Фонтанная пл.", 2024, I рестайлинг (2018—2024), 10 км,, Электронный, 1, Не битый, 1.6 AT (98 л.с.), 1.6 л, Бензин, Автомат, Передний, Лифтбек, Серый, Левый, XTA2*************, Не интересует, #Club
30,"Subaru Outback 2.5 AT, 2008, 348 190 км",800000,"Тульская обл., Тула, пр-т Ленина, 141", 2008, BP рестайлинг (2006—2009), 348 190 км, 10 записей в отчёте Автотеки, Оригинал, 3, Не битый, 2.5 4WD AT (173 л.с.), 2.5 л, Бензин, Автомат, Полный, Универсал, Серый, Левый, JF1B*************, Не интересует, SS
31,"УАЗ 3909 2.7 MT, 2009, 180 000 км",299000,"Омская обл., Омск, ул. Авиагородок", 2009, I (1985—2024), 180 000 км, 7 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.7 MT (112 л.с.), 2.7 л, Бензин, Механика, Полный, Фургон, Белый, Левый, XTT3*************,, Базовая
32,"ВАЗ (LADA) Vesta 1.6 MT, 2018, 75 500 км",1058000,"Пензенская обл., Пенза, Виражная ул., 42", 2018, I (2015—2023), 75 500 км, 2 записи в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 MT (106 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Белый, Левый, XTAG*************,, Luxe Multimedia
33,"Kia Sportage 2.0 AT, 2016, 115 000 км",2169000,"Владимирская обл., Владимир, ул. Мира, 13", 2016, IV (2015—2018), 115 000 км, 6 записей в отчёте Автотеки, Оригинал, 1, Не битый, 2.0 4WD AT (150 л.с.), 2 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Коричневый, Левый, XWEP*************, Возможен, Prestige
34,"ГАЗ ГАЗель 3302 2.4 MT, 2001, 305 000 км",400000,"Томская обл., Томск, мкр-н Черемошники, Большая Подгорная ул., 164", 2001, I (1994—2003), 305 000 км, 3 записи в отчёте Автотеки, Оригинал, 3, Не битый, 2.4 MT (90 л.с.), 2.4 л, Бензин, Механика, Задний, Фургон, Белый, Левый, XTH3*************, Не интересует, Базовая
35,"ВАЗ (LADA) Vesta 1.6 AMT, 2018, 70 800 км",1070000,"Ставропольский край, Лермонтов, Городской парк", 2018, I (2015—2023), 70 800 км, 3 записи в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 AMT (106 л.с.), 1.6 л, Бензин, Робот, Передний, Седан, Белый, Левый, XTAG*************, Не интересует, Luxe Multimedia
36,"Renault Sandero 1.6 MT, 2010, 73 000 км",825000,"Саратовская обл., Саратов, Дегтярная пл., 1", 2010, I (2009—2014), 73 000 км, 7 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.6 MT (84 л.с.), 1.6 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Серый, Левый, X7LB*************, Не интересует,
37,"Volkswagen Polo 1.6 MT, 2013, 155 000 км",750000,"Пермский край, Пермь, б-р Гагарина, 46", 2013, V (2009—2015), 155 000 км, 2 записи в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 MPI MT (105 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Чёрный, Левый, XW8Z*************, Возможен, Comfortline
38,"Hyundai Elantra 1.6 MT, 2008, 155 000 км",670000,"Краснодарский край, Краснодар, Центральный внутригородской округ, мкр-н Центральный, ул. Будённого, 2", 2008, IV (2006—2011), 155 000 км, 17 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.6 MT (122 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Серый, Левый, KMHD*************, Не интересует, Comfort
39,"Mazda 6 2.0 AT, 2002, 250 000 км",159000,"Воронежская обл., Воронеж, ул. Антонова-Овсеенко, 30/2", 2002, GG (2002—2005), 250 000 км, 8 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 2.0 AT (141 л.с.), 2 л, Бензин, Автомат, Передний, Седан, Серебряный, Левый, JMZG*************, Возможен, Базовая
40,"Audi A6 2.0 AMT, 2017, 154 500 км",2900000,"Смоленская обл., Смоленск, ул. Ленина", 2017, C7 рестайлинг (2014—2018), 154 500 км, 2 записи в отчёте Автотеки, Оригинал, 1, Не битый, 2.0 TFSI quattro S tronic (249 л.с.), 2 л, Бензин, Робот, Полный, Седан, Коричневый, Левый, WAUZ*************, Не интересует, Business
41,"ВАЗ (LADA) Kalina 1.4 MT, 2008, 115 000 км",345000,"Нижегородская обл., Нижний Новгород, пр-т 70 лет Октября", 2008, I (2004—2013), 115 000 км, 4 записи в отчёте Автотеки, Оригинал, 3, Не битый, 1.4 MT (89 л.с.), 1.4 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Серый, Левый, XTA1*************, Не интересует, Lux
42,"Chery Tiggo 7 Pro 1.5 CVT, 2020, 65 789 км",1890000,"Ярославская обл., Ярославль, Фрунзенский район", 2020, II (2019—2024), 65 789 км, 12 записей в отчёте Автотеки, Оригинал, 1, Не битый, 1.5 CVT (147 л.с.), 1.5 л, Бензин, Вариатор, Передний, Внедорожник 5-дверный, Красный, Левый, LVVD*************, Не интересует, Prestige
43,"Honda CR-V 2.0 AT, 2008, 280 100 км",1315000,"Нижегородская обл., Дзержинск, ул. Будённого, 9Б", 2008, III (2006—2009), 280 100 км, 6 записей в отчёте Автотеки, Оригинал, 2, Не битый, 2.0 4WD AT (150 л.с.), 2 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, SHSR*************, Не интересует, Executive
44,"ВАЗ (LADA) 2106 1.6 MT, 1996, 40 000 км",120000,"Иркутская обл., Братск, пр-т Ленина", 1996, I (1976—2006), 40 000 км, 3 записи в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 MT (74 л.с.), 1.6 л, Бензин, Механика, Задний, Седан, Серый, Левый, XTA2*************, Не интересует, Базовая
45,"ВАЗ (LADA) Kalina 1.6 MT, 2010, 123 000 км",348000,"Самарская обл., Волжский р-н, сельское поселение Лопатино, пос. Придорожный, мкр-н Южный Город, квартал Южный Город-1, ул. Лета, 4", 2010, I (2004—2013), 123 000 км, 7 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 MT (98 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Серебряный, Левый, XTA1*************, Не интересует, Lux
46,"Daewoo Nexia 1.5 MT, 2004, битый, 300 000 км",120000,"Челябинская обл., Озерский г.о., Озерск, пр-т Ленина", 2004, I (1995—2008), 300 000 км, 14 записей в отчёте Автотеки, Дубликат, 4+, Битый, 1.5 MT (75 л.с.), 1.5 л, Бензин, Механика, Передний, Седан, Чёрный, Левый, XWB3*************, Не интересует, GLE
47,"BMW 3 серия 2.5 MT, 1994, 300 000 км",1000000,"Челябинская обл., Челябинск, ул. Молодогвардейцев, 70А", 1994, E36 (1990—2000), 300 000 км,, Оригинал, 4+, Не битый, 325i 2.5 MT (192 л.с.), 2.5 л, Бензин, Механика, Задний, Купе, Красный, Левый, 9939******, Не интересует, Базовая
48,"Hyundai i30 1.6 AT, 2012, 137 050 км",1220000,"Челябинская обл., Миасс, Центральный территориальный округ", 2012, II (2012—2015), 137 050 км, 12 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 AT (130 л.с.), 1.6 л, Бензин, Автомат, Передний, Хетчбек 5-дверный, Серый, Левый, TMAD*************, Возможен, Vision
49,"ВАЗ (LADA) 2110 1.5 MT, 2000, 250 000 км",140000,"Свердловская обл., г.о. Верхотурский, Верхотурье", 2000, I (1995—2014), 250 000 км, 2 записи в отчёте Автотеки, Дубликат, 1, Не битый, 1.5 MT (73 л.с.), 1.5 л, Бензин, Механика, Передний, Седан, Синий, Левый, XTA2*************,, Базовая
50,"Honda HR-V 1.5 AT, 2023, 3 000 км",3100000,Красноярский край, 2023, RV (2021—2024), 3 000 км,,, 1, Не битый, 1.5hyb AT (131 л.с.), 1.5 л, Гибрид, Автомат, Передний, Внедорожник 5-дверный, Чёрный, Левый, 3CZR*************,, Базовая
51,"Honda Freed 1.5 CVT, 2011, 149 000 км",1000000,"Курганская обл., Шадринск, ул. Свердлова", 2011, I (2008—2016), 149 000 км, 2 записи в отчёте Автотеки, Электронный, 1, Не битый, 1.5 4WD CVT (118 л.с.), 1.5 л, Бензин, Вариатор, Полный, Минивэн, Белый, Правый, GB4-*******, Возможен, Базовая
52,"Mazda 3 1.6 AT, 2006, 272 480 км",675000,"Тульская обл., Тула, Путейская ул., 15", 2006, BK рестайлинг (2006—2009), 272 480 км, 14 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 AT (105 л.с.), 1.6 л, Бензин, Автомат, Передний, Хетчбек 5-дверный, Голубой, Левый, JMZB*************, Не интересует, Touring
53,"Volkswagen Golf 1.4 MT, 2013, 144 000 км",1330000,"Самарская обл., Самара, Гаражный пр., 3Бк2", 2013, Mk7 (2012—2017), 144 000 км, 9 записей в отчёте Автотеки, Оригинал, 2, Не битый, 1.4 TSI MT (122 л.с.), 1.4 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Белый, Левый, WVWZ*************, Не интересует,
54,"Opel Astra 1.6 AMT, 2009, 201 124 км",490000,"Оренбургская обл., Сорочинский г.о., Сорочинск, Заводская ул.", 2009, H рестайлинг (2006—2014), 201 124 км, 17 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 AMT (115 л.с.), 1.6 л, Бензин, Робот, Передний, Седан, Серебряный, Левый, XUF0*************, Не интересует, Enjoy
55,"Audi Q7 3.0 AT, 2009, 361 087 км",1480000,"Волгоградская обл., Волгоград, район Семь Ветров, б-р 30-летия Победы", 2009, 4L (2005—2009), 361 087 км, 15 записей в отчёте Автотеки, Дубликат, 3, Не битый, 3.0 TDI quattro Tiptronic (238 л.с.), 3 л, Дизель, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, WAUZ*************, Не интересует, Base
56,"ВАЗ (LADA) Priora 1.6 MT, 2014, 185 400 км",680000,"Республика Дагестан, Карабудахкентский р-н, с. Карабудахкент, Кольцевая ул.", 2014, I рестайлинг (2013—2018), 185 400 км, 5 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 MT (106 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Белый, Левый, XTA2*************, Не интересует,
57,"BMW M3 4.0 AMT, 2008, 62 000 км",2299000,"Москва, МКАД, 85-й километр, вл3с1", 2008, E90 (2007—2013), 62 000 км, 9 записей в отчёте Автотеки,, 4+, Не битый, 4.0 AMT (420 л.с.), 4 л, Бензин, Робот, Задний, Купе, Чёрный, Левый, WBSW*************,, Базовая
58,"Toyota RAV4 2.0 AT, 2008, 208 421 км",1180000,"Санкт-Петербург, пр-т Просвещения, 99", 2008, III (2005—2010), 208 421 км, 8 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 2.0 4WD AT (152 л.с.), 2 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Серый, Левый, JTMB*************, Не интересует, Сол
59,"Nissan Juke 1.6 CVT, 2014, 62 000 км",1530000,"Ростовская обл., Ростов-на-Дону, Портовая ул., 250", 2014, I (2010—2014), 62 000 км, 10 записей в отчёте Автотеки,, 2, Не битый, 1.6 4WD CVT (190 л.с.), 1.6 л, Бензин, Вариатор, Полный, Внедорожник 5-дверный, Белый, Левый, SJNF*************, Не интересует, SE+ Sport
60,"Peugeot 3008 1.5 AT, 2021, 94 000 км",2350000,"Оренбургская обл., Сорочинский г.о., Сорочинск, Иркутская ул., 3", 2021, II рестайлинг (2020—2024), 94 000 км, Проверить в Автотеке, Электронный, 1, Не битый, 1.5 BlueHDi АT (130 л.с.), 1.5 л, Дизель, Автомат, Передний, Внедорожник 5-дверный, Чёрный, Левый, VF3M*************, Не интересует, Base
61,"BMW X5 3.0 AT, 2003, 330 000 км",750000,"Ставропольский край, Ставрополь, садовое товарищество Аграрник, ул. Аграрник-9, 581А", 2003, E53 (1999—2003), 330 000 км, 3 записи в отчёте Автотеки, Оригинал, 4+, Не битый, 3.0i 3.0 AT (231 л.с.), 3 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, 5UXF*************, Не интересует, Базовая
62,"Kia Rio X-Line 1.6 AT, 2020, 19 113 км",2000000,"Краснодарский край, Новороссийск, ул. Луначарского, 20А", 2020, I (2017—2020), 19 113 км, 2 записи в отчёте Автотеки,, 1, Не битый, 1.6 AT (123 л.с.), 1.6 л, Бензин, Автомат, Передний, Хетчбек 5-дверный, Серый, Левый, Z94C*************, Возможен, Prestige
63,"BMW 7 серия 3.6 AT, 2002, 315 000 км",659000,"Санкт-Петербург, Богатырский пр-т, 42", 2002, E65/E66 (2001—2005), 315 000 км, 5 записей в отчёте Автотеки, Оригинал, 3, Не битый, 735i 3.6 AT (272 л.с.), 3.6 л, Бензин, Автомат, Задний, Седан, Серебряный, Левый, WBAG*************, Не интересует, Базовая
64,"ВАЗ (LADA) 21099 1.5 MT, 1998, 75 000 км",450000,"Республика Дагестан, Каспийск, ул. Ленина", 1998, I (1990—2011), 75 000 км, 6 записей в отчёте Автотеки,, 1, Не битый, 1.5 MT (78 л.с.), 1.5 л, Бензин, Механика, Передний, Седан, Золотой, Левый, XTA2*************, Не интересует, Базовая
65,"Volkswagen Passat 2.0 AT, 2006, 262 000 км",760000,"Республика Крым, Симферополь, Киевская ул., 189", 2006, B6 (2005—2010), 262 000 км, 4 записи в отчёте Автотеки, Оригинал, 2, Не битый, 2.0 TSI AT (200 л.с.), 2 л, Бензин, Автомат, Передний, Седан, Серебряный, Левый, WVWZ*************, Возможен, Highline
66,"Hyundai Solaris 1.4 MT, 2013, 223 000 км",505000,"Волгоградская обл., Волгоград, мкр-н Комарово, жилой комплекс Комарово", 2013, I (2010—2014), 223 000 км, 16 записей в отчёте Автотеки, Оригинал, 4+, Не битый, 1.4 MT (107 л.с.), 1.4 л, Бензин, Механика, Передний, Седан, Чёрный, Левый, Z94C*************, Не интересует, Comfort
67,"Hyundai Getz 1.3 MT, 2005, 156 933 км",365000,"Кировская обл., Киров, Первомайский район, ул. МОПРа, 110А", 2005, I (2002—2005), 156 933 км, 7 записей в отчёте Автотеки, Оригинал, 4+, Не битый, 1.3 MT (85 л.с.), 1.3 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Серебряный, Левый, KMHB*************, Не интересует, Базовая
68,"Opel Astra 1.6 MT, 2011, 148 790 км",780000,"Тюменская обл., Тюмень, Широтная ул., 80", 2011, J (2009—2012), 148 790 км, 18 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.6 MT (115 л.с.), 1.6 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Синий, Левый, XUFP*************, Не интересует, Enjoy
69,"ВАЗ (LADA) Vesta 1.6 MT, 2016, 142 781 км",868000,"Пензенская обл., Пенза, ул. Суворова, 2к5", 2016, I (2015—2023), 142 781 км, 4 записи в отчёте Автотеки, Оригинал, 1, Не битый, 1.6 MT (106 л.с.), 1.6 л, Бензин, Механика, Передний, Седан, Белый, Левый, XTAG*************, Не интересует, Exclusive
70,"Mitsubishi Pajero 3.0 AT, 2012, 236 450 км",2059000,"Кировская обл., Киров, ул. Сурикова, 16", 2012, IV рестайлинг (2011—2014), 236 450 км, 11 записей в отчёте Автотеки, Оригинал, 2, Не битый, 3.0 4WD AT (178 л.с.), 3 л, Бензин, Автомат, Полный, Внедорожник 5-дверный, Чёрный, Левый, JMBL*************, Не интересует, Instyle
71,"Chevrolet Aveo 1.6 AT, 2012, 172 000 км",645000,"Оренбургская обл., Оренбург, Беляевская ул.", 2012, II (2011—2020), 172 000 км, 10 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 1.6 AT (115 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Синий, Левый, XUUT*************, Не интересует, LT
72,"Volkswagen Polo 1.4 MT, 2003, 243 000 км",348000,"Ульяновская обл., Димитровград, ул. Жуковского, 1", 2003, IV (2001—2005), 243 000 км, 9 записей в отчёте Автотеки, Оригинал, 3, Не битый, 1.4 MT (86 л.с.), 1.4 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Красный, Левый, WVWZ*************, Не интересует, Базовая
73,"ВАЗ (LADA) 2114 Samara 1.5 MT, 2006, 160 000 км",240000,"Тюменская обл., Ямало-Ненецкий АО, Надымский р-н, пгт. Пангоды, ул. Ленина", 2006, I (2001—2014), 160 000 км, 8 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 1.5 MT (77 л.с.), 1.5 л, Бензин, Механика, Передний, Хетчбек 5-дверный, Серый, Левый, XTA2*************, Не интересует, Базовая
74,"Mazda 3 1.6 AT, 2007, 156 000 км",650000,"Республика Крым, Евпатория, пр-т Победы, 43", 2007, BK рестайлинг (2006—2009), 156 000 км, 12 записей в отчёте Автотеки, Дубликат, 4+, Не битый, 1.6 AT (105 л.с.), 1.6 л, Бензин, Автомат, Передний, Седан, Фиолетовый, Левый, JMZB*************, Не интересует, Touring
